loan_id,customer_id,disbursement_date,loan_amount,interest_rate,term_months,product_type_id,channel_id,dsa_id,region_id,loan_status,total_received,credit_score,created_at,updated_at
LN023620,78197,7/5/23,297000000,21.67,24,3,3,,2,Approved,425719800,High,7/5/23 1:57,7/17/23 1:57
LN023621,33333,12/19/23,60000000,20.42,12,1,2,,1,Approved,72252000,Medium,12/19/23 14:56,12/30/23 14:56
LN023622,98295,2/3/23,392000000,20.43,12,2,3,,2,Approved,472085600,Low,2/3/23 18:52,2/6/23 18:52
LN023623,65611,9/1/23,40000000,6.18,48,1,3,,3,Approved,49888000,Medium,9/1/23 5:04,9/4/23 5:04
LN023624,57941,11/5/23,480000000,24.47,12,3,1,,2,Approved,597456000,High,11/5/23 9:55,11/20/23 9:55
LN023625,48875,11/14/23,428000000,19.54,48,1,3,,3,Approved,762524800,Medium,11/14/23 2:33,11/27/23 2:33
LN023626,22698,4/22/23,240000000,24.09,12,1,3,,3,Charged-off,297816000,Medium,4/22/23 4:11,5/9/23 4:11
LN023627,71826,8/19/23,265000000,24.59,12,2,3,,3,Approved,330163500,Medium,8/19/23 14:22,8/24/23 14:22
LN023628,41408,12/27/23,148000000,12.14,48,3,1,,2,Approved,219868800,High,12/27/23 9:33,1/23/24 9:33
LN023629,98421,10/10/23,253000000,15.87,36,1,1,,3,Approved,373453300,Medium,10/10/23 7:01,11/5/23 7:01
LN023630,88845,2/24/23,470000000,19.59,24,1,3,,3,Approved,654146000,Medium,2/24/23 9:15,3/6/23 9:15
LN023631,25133,1/8/23,153000000,21.98,48,2,2,,3,Approved,287517600,Medium,1/8/23 23:30,2/5/23 23:30
LN023632,83746,11/25/23,383000000,24.42,36,2,3,,2,Approved,663585800,Medium,11/25/23 5:53,11/28/23 5:53
LN023633,46126,12/18/23,45000000,24.49,12,1,2,,2,Approved,56020500,Low,12/18/23 10:20,12/28/23 10:20
LN023634,43043,11/30/23,229000000,11.56,48,2,2,,1,Approved,334889600,High,11/30/23 22:33,12/28/23 22:33
LN023635,14078,12/9/23,85000000,18.61,36,2,3,,2,Approved,132455500,Medium,12/9/23 2:22,12/13/23 2:22
LN023636,63906,6/14/23,203000000,7.94,36,2,3,,1,Approved,251354600,Low,6/14/23 4:10,7/12/23 4:10
LN023637,21137,5/4/23,369000000,21.21,24,1,1,,1,Charged-off,525529800,High,5/4/23 8:39,5/29/23 8:39
LN023638,39350,11/26/23,200000000,8.19,12,1,2,,1,Approved,216380000,High,11/26/23 16:08,12/22/23 16:08
LN023639,14698,11/2/23,107000000,22.81,60,3,3,,1,Approved,229033500,Medium,11/2/23 10:49,11/18/23 10:49
LN023640,43132,3/5/23,414000000,24.58,36,3,3,,3,Approved,719283600,Medium,3/5/23 9:57,3/21/23 9:57
LN023641,20165,3/17/23,483000000,6.73,48,1,2,,2,Approved,613023600,Medium,3/17/23 22:29,3/17/23 22:29
LN023642,10794,10/2/23,313000000,15.25,12,2,1,,1,Approved,360732500,Medium,10/2/23 13:30,10/3/23 13:30
LN023643,23646,8/22/23,277000000,10.29,60,2,2,,3,Charged-off,419516500,High,8/22/23 14:53,8/31/23 14:53
LN023644,98715,9/15/23,336000000,14.4,60,2,3,,2,Approved,577920000,Low,9/15/23 4:55,10/4/23 4:55
LN023645,15870,9/20/23,161000000,10.88,60,2,3,,1,Charged-off,248584000,Medium,9/20/23 9:22,10/19/23 9:22
LN023646,40736,12/5/23,496000000,6.31,36,2,3,,1,Approved,589892800,Medium,12/5/23 18:01,12/18/23 18:01
LN023647,68084,5/11/23,480000000,12.88,24,2,1,,3,Approved,603648000,High,5/11/23 4:58,6/10/23 4:58
LN023648,26211,10/3/23,326000000,9.09,60,3,3,,1,Approved,474167000,Medium,10/3/23 4:19,10/3/23 4:19
LN023649,96665,7/17/23,34000000,15.99,60,1,3,,3,Charged-off,61183000,High,7/17/23 7:48,8/12/23 7:48
LN023650,69538,11/15/23,434000000,18.61,48,1,1,,1,Approved,757069600,Medium,11/15/23 2:07,11/26/23 2:07
LN023651,17377,10/18/23,79000000,13.11,60,2,3,,3,Charged-off,130784500,Low,10/18/23 21:59,10/26/23 21:59
LN023652,18861,10/24/23,430000000,9.07,12,2,3,,1,Charged-off,469001000,Medium,10/24/23 14:31,11/6/23 14:31
LN023653,27821,8/6/23,424000000,8.83,24,3,3,,1,Approved,498878400,Medium,8/6/23 10:01,8/24/23 10:01
LN023654,88488,10/28/23,168000000,5.05,24,1,3,,2,Approved,184968000,High,10/28/23 4:18,10/28/23 4:18
LN023655,84583,9/28/23,207000000,19.05,60,3,3,,1,Approved,404167500,Low,9/28/23 2:30,10/9/23 2:30
LN023656,36953,9/21/23,20000000,10.06,36,1,3,,1,Approved,26036000,High,9/21/23 2:42,10/17/23 2:42
LN023657,46801,3/21/23,292000000,24.41,36,2,2,,1,Charged-off,505831600,High,3/21/23 14:25,3/22/23 14:25
LN023658,28277,12/20/23,393000000,19.94,60,1,3,,1,Approved,784821000,High,12/20/23 17:26,1/5/24 17:26
LN023659,99439,11/3/23,103000000,10.91,60,2,1,,1,Approved,159186500,Medium,11/3/23 8:55,11/12/23 8:55
LN023660,93762,2/1/23,37000000,8.18,36,2,3,,2,Charged-off,46079800,Medium,2/1/23 13:39,2/21/23 13:39
LN023661,32628,6/6/23,279000000,17.49,60,2,1,,3,Approved,522985500,Medium,6/6/23 1:52,6/26/23 1:52
LN023662,92246,6/11/23,186000000,22.29,48,1,2,,3,Approved,351837600,High,6/11/23 7:39,6/29/23 7:39
LN023663,37802,9/4/23,490000000,16.69,48,2,1,,1,Approved,817124000,Low,9/4/23 17:41,9/27/23 17:41
LN023664,73497,10/24/23,358000000,5.22,60,2,3,,2,Charged-off,451438000,High,10/24/23 20:23,11/3/23 20:23
LN023665,94320,12/26/23,463000000,20.73,36,1,3,,3,Approved,750939700,Medium,12/26/23 11:52,1/16/24 11:52
LN023666,79814,3/10/23,166000000,24.28,48,2,3,,2,Approved,327219200,High,3/10/23 3:20,3/12/23 3:20
LN023667,63702,9/3/23,401000000,5.95,36,2,1,,1,Approved,472578500,Medium,9/3/23 21:25,9/18/23 21:25
LN023668,38677,2/23/23,44000000,21.18,60,1,1,,1,Approved,90596000,Medium,2/23/23 23:57,3/18/23 23:57
LN023669,17500,5/21/23,358000000,19.38,60,2,1,,1,Approved,704902000,Low,5/21/23 11:32,6/19/23 11:32
LN023670,14015,8/19/23,26000000,12.95,60,2,2,,2,Approved,42835000,Medium,8/19/23 20:56,8/19/23 20:56
LN023671,97372,12/15/23,353000000,17.68,48,1,3,,1,Charged-off,602641600,Medium,12/15/23 5:04,1/13/24 5:04
LN023672,68812,3/12/23,302000000,8.18,24,2,1,,1,Charged-off,351407200,Medium,3/12/23 8:07,3/20/23 8:07
LN023673,17826,5/10/23,188000000,19.4,24,1,2,,3,Approved,260944000,Medium,5/10/23 9:31,5/14/23 9:31
LN023674,19201,7/12/23,343000000,16.62,24,3,3,,1,Approved,457013200,Medium,7/12/23 23:31,8/6/23 23:31
LN023675,39048,4/30/23,342000000,6.73,48,1,3,,2,Approved,434066400,High,4/30/23 14:25,5/1/23 14:25
LN023676,29941,1/19/23,135000000,22.36,36,2,3,,1,Approved,225558000,High,1/19/23 13:20,2/12/23 13:20
LN023677,90641,2/15/23,130000000,7.57,24,1,3,,1,Approved,149682000,High,2/15/23 10:52,2/24/23 10:52
LN023678,68418,11/3/23,37000000,13.77,24,3,1,,3,Charged-off,47189800,High,11/3/23 5:00,11/18/23 5:00
LN023679,75689,10/4/23,111000000,7.62,12,1,3,,3,Approved,119458200,Low,10/4/23 2:12,10/10/23 2:12
LN023680,51541,7/15/23,91000000,17.92,60,1,1,,3,Approved,172536000,Medium,7/15/23 16:54,8/10/23 16:54
LN023681,59939,12/30/23,325000000,19.76,24,2,3,,2,Approved,453440000,High,12/30/23 9:47,12/30/23 9:47
LN023682,80422,5/10/23,172000000,23.94,24,2,3,,3,Approved,254353600,High,5/10/23 14:29,6/7/23 14:29
LN023683,33950,3/31/23,451000000,10.05,36,2,3,,1,Approved,586976500,High,3/31/23 8:46,4/16/23 8:46
LN023684,77803,5/18/23,469000000,12.33,60,1,3,,2,Approved,758138500,High,5/18/23 11:05,6/13/23 11:05
LN023685,30642,3/9/23,312000000,12.73,48,1,2,,2,Approved,470870400,Low,3/9/23 6:25,3/23/23 6:25
LN023686,76506,4/15/23,332000000,6.94,48,2,3,,2,Approved,424163200,High,4/15/23 7:58,5/2/23 7:58
LN023687,51607,10/13/23,35000000,21.16,12,3,3,,1,Approved,42406000,High,10/13/23 3:21,10/30/23 3:21
LN023688,41288,11/29/23,360000000,6.65,36,1,3,,1,Approved,431820000,High,11/29/23 14:47,12/25/23 14:47
LN023689,92865,4/26/23,34000000,11.77,36,2,3,,1,Approved,46005400,High,4/26/23 9:13,5/10/23 9:13
LN023690,24450,10/31/23,221000000,8.81,60,1,3,,3,Approved,318350500,Low,10/31/23 19:48,11/10/23 19:48
LN023691,15618,8/19/23,317000000,18.29,36,2,2,,1,Approved,490937900,Medium,8/19/23 10:44,9/17/23 10:44
LN023692,44263,3/25/23,274000000,23.11,12,2,3,,3,Approved,337321400,High,3/25/23 0:19,3/29/23 0:19
LN023693,77583,9/24/23,112000000,19.93,60,2,3,,3,Approved,223608000,Medium,9/24/23 14:40,10/6/23 14:40
LN023694,84900,5/1/23,327000000,20.49,36,2,1,,1,Approved,528006900,High,5/1/23 1:09,5/8/23 1:09
LN023695,38794,5/2/23,245000000,6.57,36,1,3,,1,Approved,293289500,Low,5/2/23 11:02,5/7/23 11:02
LN023696,23091,10/18/23,289000000,19.78,24,2,3,,3,Approved,403328400,Low,10/18/23 22:02,10/23/23 22:02
LN023697,78422,2/22/23,497000000,6.25,24,3,2,,3,Approved,559125000,Low,2/22/23 9:49,3/21/23 9:49
LN023698,97108,3/19/23,49000000,14.68,12,3,3,,1,Approved,56193200,Medium,3/19/23 3:31,4/11/23 3:31
LN023699,25161,2/27/23,404000000,18.84,24,1,3,,1,Approved,556227200,Low,2/27/23 3:16,3/15/23 3:16
LN023700,14158,11/27/23,260000000,10.09,36,1,1,,3,Approved,338702000,Medium,11/27/23 23:35,12/24/23 23:35
LN023701,37663,12/4/23,448000000,18.65,24,2,1,,1,Approved,615104000,Low,12/4/23 7:16,12/12/23 7:16
LN023702,95381,10/9/23,317000000,22.61,36,2,3,,1,Approved,532021100,High,10/9/23 16:14,10/18/23 16:14
LN023703,16733,9/13/23,88000000,22.56,60,3,1,,3,Approved,187264000,Medium,9/13/23 22:17,9/16/23 22:17
LN023704,42001,1/16/23,132000000,8.84,24,2,3,,3,Approved,155337600,Medium,1/16/23 3:33,1/23/23 3:33
LN023705,49128,7/20/23,308000000,10.49,12,2,1,,1,Approved,340309200,Medium,7/20/23 7:38,7/27/23 7:38
LN023706,59630,3/22/23,496000000,18.32,48,2,1,,3,Charged-off,859468800,Medium,3/22/23 21:54,4/12/23 21:54
LN023707,19329,10/18/23,264000000,21.83,36,1,2,,2,Approved,436893600,Low,10/18/23 23:00,10/24/23 23:00
LN023708,63105,4/18/23,226000000,14.1,12,2,3,,3,Approved,257866000,High,4/18/23 9:55,4/28/23 9:55
LN023709,73436,3/30/23,372000000,23.44,36,1,1,,1,Approved,633590400,High,3/30/23 21:52,4/16/23 21:52
LN023710,79579,9/22/23,311000000,16.49,36,2,1,,3,Approved,464851700,Medium,9/22/23 14:30,10/12/23 14:30
LN023711,24242,9/21/23,255000000,10.24,60,3,2,,1,Approved,385560000,High,9/21/23 8:15,9/22/23 8:15
LN023712,37133,1/26/23,370000000,5.4,36,1,3,,2,Approved,429940000,Medium,1/26/23 21:35,2/22/23 21:35
LN023713,34740,12/31/23,437000000,21.15,48,3,3,,1,Approved,806702000,High,12/31/23 3:35,1/5/24 3:35
LN023714,40976,10/23/23,361000000,6.86,48,1,1,,1,Charged-off,460058400,Low,10/23/23 23:20,11/13/23 23:20
LN023715,50067,10/13/23,137000000,6.57,48,1,2,,3,Approved,173003600,High,10/13/23 0:24,11/11/23 0:24
LN023716,21231,4/19/23,47000000,20.54,12,1,3,,3,Approved,56653800,Medium,4/19/23 16:56,4/21/23 16:56
LN023717,76105,3/27/23,39000000,5.63,60,1,3,,1,Approved,49978500,Low,3/27/23 18:32,3/28/23 18:32
LN023718,13328,3/16/23,295000000,21.86,12,2,3,,2,Approved,359487000,Low,3/16/23 20:25,3/22/23 20:25
LN023719,35261,3/4/23,426000000,16.97,12,1,2,,2,Approved,498292200,Low,3/4/23 23:20,3/19/23 23:20
LN023720,35262,1/23/23,66000000,17.73,48,1,3,,1,Approved,112807200,Medium,1/23/23 1:33,2/15/23 1:33
LN023721,13280,3/1/23,243000000,23.76,12,3,3,,3,Charged-off,300736800,High,3/1/23 21:48,3/16/23 21:48
LN023722,94683,1/8/23,349000000,22.33,36,1,2,,1,Charged-off,582795100,High,1/8/23 16:30,1/8/23 16:30
LN023723,41742,4/5/23,45000000,6.52,24,2,1,,3,Approved,50868000,High,4/5/23 18:16,4/5/23 18:16
LN023724,13590,4/28/23,99000000,22.06,36,1,3,,1,Approved,164518200,Low,4/28/23 14:37,5/2/23 14:37
LN023725,60226,3/31/23,335000000,18.34,12,2,3,,1,Approved,396439000,Medium,3/31/23 19:40,4/7/23 19:40
LN023726,97542,1/2/23,387000000,11.34,60,1,2,,1,Approved,606429000,High,1/2/23 23:21,1/28/23 23:21
LN023727,23570,1/9/23,42000000,22.07,36,3,1,,1,Approved,69808200,Low,1/9/23 10:57,1/15/23 10:57
LN023728,99443,2/2/23,204000000,5.47,12,2,2,,3,Approved,215158800,High,2/2/23 15:27,2/12/23 15:27
LN023729,19533,12/21/23,57000000,21.75,60,1,3,,1,Approved,118987500,Medium,12/21/23 12:49,1/7/24 12:49
LN023730,92283,9/25/23,466000000,17.4,48,1,1,,1,Approved,790336000,High,9/25/23 1:49,9/29/23 1:49
LN023731,23366,7/17/23,427000000,10.22,24,3,1,,2,Approved,514278800,Medium,7/17/23 3:48,7/23/23 3:48
LN023732,86368,8/25/23,21000000,5.12,12,1,3,,1,Approved,22075200,Medium,8/25/23 19:01,9/4/23 19:01
LN023733,38325,8/11/23,71000000,15.43,36,2,3,,1,Approved,103865900,Medium,8/11/23 17:59,9/5/23 17:59
LN023734,44798,7/14/23,257000000,13.45,24,3,1,,1,Approved,326133000,Medium,7/14/23 7:45,8/10/23 7:45
LN023735,49453,2/28/23,451000000,22.25,48,1,3,,1,Approved,852390000,High,2/28/23 0:28,3/27/23 0:28
LN023736,32849,1/24/23,160000000,20.76,48,2,3,,2,Approved,292864000,Medium,1/24/23 9:21,1/24/23 9:21
LN023737,65943,1/16/23,417000000,16.79,24,2,3,,2,Approved,557028600,Medium,1/16/23 3:38,1/29/23 3:38
LN023738,16157,9/18/23,118000000,8.02,12,1,3,,2,Approved,127463600,Medium,9/18/23 23:44,9/23/23 23:44
LN023739,40178,11/20/23,253000000,19.52,12,2,2,,2,Approved,302385600,High,11/20/23 22:59,12/4/23 22:59
LN023740,92537,11/2/23,126000000,16.87,60,1,3,,3,Approved,232281000,High,11/2/23 11:00,11/11/23 11:00
LN023741,39030,12/10/23,166000000,5.45,60,2,1,,2,Approved,211235000,High,12/10/23 21:38,12/31/23 21:38
LN023742,61134,10/13/23,448000000,20.24,12,2,3,,3,Approved,538675200,Medium,10/13/23 9:29,10/15/23 9:29
LN023743,75729,12/13/23,87000000,21.63,36,2,2,,1,Approved,143454300,High,12/13/23 21:48,1/5/24 21:48
LN023744,18164,9/4/23,483000000,20.49,48,2,3,,3,Approved,878866800,High,9/4/23 9:40,9/29/23 9:40
LN023745,96378,7/17/23,441000000,8.53,60,3,3,,2,Approved,629086500,High,7/17/23 16:40,8/12/23 16:40
LN023746,11119,3/4/23,456000000,15.05,24,2,2,,1,Approved,593256000,Medium,3/4/23 10:27,3/29/23 10:27
LN023747,23351,1/6/23,167000000,15.55,24,2,2,,3,Charged-off,218937000,High,1/6/23 17:00,1/17/23 17:00
LN023748,66063,10/8/23,241000000,23.69,12,1,2,,3,Charged-off,298092900,Medium,10/8/23 8:12,10/23/23 8:12
LN023749,82076,2/12/23,130000000,23.51,24,2,3,,3,Approved,191126000,High,2/12/23 8:07,3/12/23 8:07
LN023750,55162,6/1/23,107000000,6.25,24,3,3,,1,Charged-off,120375000,High,6/1/23 9:07,6/2/23 9:07
LN023751,41760,4/7/23,434000000,24.98,12,2,3,,3,Approved,542413200,High,4/7/23 23:57,5/5/23 23:57
LN023752,59678,7/10/23,441000000,20.73,36,2,1,,1,Approved,715257900,Low,7/10/23 7:36,7/26/23 7:36
LN023753,99074,7/16/23,441000000,12.51,12,1,3,,3,Approved,496169100,Medium,7/16/23 12:40,8/15/23 12:40
LN023754,57628,2/17/23,330000000,19.87,48,1,1,,1,Approved,592284000,Medium,2/17/23 22:20,3/16/23 22:20
LN023755,50739,5/28/23,298000000,12.53,60,2,1,,2,Approved,484697000,Low,5/28/23 22:17,6/24/23 22:17
LN023756,39738,2/1/23,494000000,23.73,36,2,3,,3,Approved,845678600,High,2/1/23 20:46,2/27/23 20:46
LN023757,56921,5/1/23,368000000,12.56,36,1,3,,1,Approved,506662400,Low,5/1/23 16:00,5/17/23 16:00
LN023758,71068,10/11/23,265000000,20.32,24,1,2,,1,Approved,372696000,Medium,10/11/23 8:29,10/17/23 8:29
LN023759,33581,5/29/23,494000000,8.11,60,2,3,,3,Charged-off,694317000,High,5/29/23 14:44,6/3/23 14:44
LN023760,31485,6/13/23,441000000,22.05,60,2,1,,2,Approved,927202500,Medium,6/13/23 20:34,6/29/23 20:34
LN023761,46294,11/29/23,342000000,17.41,36,3,1,,1,Approved,520626600,Low,11/29/23 16:18,12/11/23 16:18
LN023762,63001,5/5/23,297000000,21.15,48,1,3,,2,Approved,548262000,High,5/5/23 1:10,6/1/23 1:10
LN023763,11634,11/25/23,309000000,13.36,48,3,1,,1,Approved,474129600,Medium,11/25/23 3:12,11/26/23 3:12
LN023764,53969,2/13/23,248000000,11.93,24,1,1,,1,Approved,307172800,High,2/13/23 22:41,2/21/23 22:41
LN023765,10093,10/29/23,325000000,15.65,24,3,3,,1,Approved,426725000,Medium,10/29/23 14:33,11/1/23 14:33
LN023766,38370,9/19/23,462000000,12.76,48,1,3,,3,Approved,697804800,High,9/19/23 17:08,10/1/23 17:08
LN023767,29750,1/25/23,196000000,15.28,60,2,1,,1,Approved,345744000,Low,1/25/23 12:17,1/28/23 12:17
LN023768,26472,9/5/23,219000000,13.61,48,1,1,,3,Approved,338223600,Low,9/5/23 5:19,9/14/23 5:19
LN023769,28934,5/22/23,351000000,8.93,36,3,1,,1,Approved,445032900,High,5/22/23 12:23,5/29/23 12:23
LN023770,53774,8/4/23,207000000,24.53,12,2,3,,3,Approved,257777100,High,8/4/23 8:14,8/14/23 8:14
LN023771,98057,10/9/23,401000000,5.32,12,1,2,,2,Approved,422333200,High,10/9/23 2:36,11/4/23 2:36
LN023772,49125,11/25/23,31000000,23.51,12,2,2,,1,Approved,38288100,High,11/25/23 22:43,12/3/23 22:43
LN023773,76981,3/12/23,484000000,21.55,60,3,3,,1,Approved,1005510000,Low,3/12/23 23:58,3/19/23 23:58
LN023774,96541,4/10/23,316000000,13.42,48,1,3,,1,Approved,485628800,Medium,4/10/23 16:30,5/5/23 16:30
LN023775,49103,6/11/23,163000000,11.44,36,2,3,,1,Approved,218941600,Low,6/11/23 10:54,7/3/23 10:54
LN023776,93750,6/8/23,109000000,8.29,36,2,1,,2,Approved,136108300,High,6/8/23 1:39,6/17/23 1:39
LN023777,70085,7/29/23,83000000,7.66,24,3,3,,3,Approved,95715600,High,7/29/23 8:40,8/16/23 8:40
LN023778,98705,10/29/23,203000000,16.02,60,1,3,,1,Approved,365603000,High,10/29/23 0:08,11/27/23 0:08
LN023779,66543,6/11/23,388000000,7.11,36,3,3,,1,Approved,470760400,Low,6/11/23 19:14,6/14/23 19:14
LN023780,26938,12/13/23,417000000,14.53,24,3,3,,1,Approved,538180200,High,12/13/23 7:18,1/4/24 7:18
LN023781,87492,2/20/23,51000000,21.29,60,2,3,,1,Approved,105289500,High,2/20/23 16:10,3/16/23 16:10
LN023782,61586,1/18/23,51000000,20.14,36,1,3,,3,Charged-off,81814200,Low,1/18/23 0:37,2/7/23 0:37
LN023783,68024,1/2/23,35000000,7.65,48,3,3,,3,Approved,45710000,High,1/2/23 2:49,1/24/23 2:49
LN023784,49687,4/12/23,270000000,24.22,36,2,3,,1,Charged-off,466182000,Low,4/12/23 3:56,4/28/23 3:56
LN023785,81129,1/9/23,336000000,10.72,60,2,2,,3,Approved,516096000,High,1/9/23 17:41,1/27/23 17:41
LN023786,36207,8/23/23,319000000,19.11,24,2,1,,2,Approved,440921800,Medium,8/23/23 11:10,8/27/23 11:10
LN023787,59354,7/26/23,500000000,11.01,60,2,1,,3,Approved,775250000,High,7/26/23 21:12,8/21/23 21:12
LN023788,47310,4/4/23,370000000,17.35,12,1,2,,3,Approved,434195000,Medium,4/4/23 13:34,4/13/23 13:34
LN023789,58960,1/2/23,441000000,16.45,36,1,2,,3,Charged-off,658633500,Medium,1/2/23 19:00,1/28/23 19:00
LN023790,71262,7/9/23,121000000,8.57,12,2,3,,1,Approved,131369700,High,7/9/23 19:32,7/20/23 19:32
LN023791,23403,5/23/23,438000000,18.05,48,1,3,,1,Charged-off,754236000,High,5/23/23 23:46,6/13/23 23:46
LN023792,23065,6/18/23,282000000,11.52,24,1,3,,1,Approved,346972800,Medium,6/18/23 15:16,6/28/23 15:16
LN023793,99930,10/29/23,217000000,17.22,48,3,1,,1,Approved,366469600,Medium,10/29/23 9:10,11/12/23 9:10
LN023794,36801,7/14/23,197000000,15.83,60,1,3,,2,Approved,352925500,Medium,7/14/23 21:59,8/6/23 21:59
LN023795,39230,8/13/23,177000000,21.85,36,1,1,,3,Approved,293023500,Medium,8/13/23 0:36,8/22/23 0:36
LN023796,82706,2/8/23,260000000,9.27,24,1,2,,3,Approved,308204000,High,2/8/23 21:10,2/28/23 21:10
LN023797,93942,6/19/23,42000000,8.03,12,1,2,,1,Approved,45372600,High,6/19/23 12:14,7/2/23 12:14
LN023798,39968,1/11/23,314000000,22.1,12,3,3,,1,Approved,383394000,Medium,1/11/23 5:46,1/31/23 5:46
LN023799,52517,12/19/23,281000000,13.89,60,2,3,,1,Charged-off,476154500,High,12/19/23 19:16,12/28/23 19:16
LN023800,63239,1/24/23,292000000,20.64,12,2,3,,3,Approved,352268800,Low,1/24/23 0:43,2/16/23 0:43
LN023801,42655,8/12/23,274000000,24.19,60,1,1,,3,Approved,605403000,High,8/12/23 11:10,8/19/23 11:10
LN023802,72771,8/10/23,22000000,15.89,24,2,1,,3,Charged-off,28991600,Medium,8/10/23 22:25,8/16/23 22:25
LN023803,55984,12/9/23,489000000,11.01,48,1,3,,3,Approved,704355600,Low,12/9/23 12:05,12/16/23 12:05
LN023804,21049,7/19/23,452000000,20.88,36,1,1,,1,Approved,735132800,Medium,7/19/23 1:06,7/20/23 1:06
LN023805,82321,8/5/23,475000000,23.62,48,1,3,,3,Approved,923780000,High,8/5/23 20:26,8/13/23 20:26
LN023806,74813,5/18/23,449000000,9.9,48,3,2,,1,Approved,626804000,High,5/18/23 11:57,6/13/23 11:57
LN023807,14655,2/17/23,480000000,18.77,36,1,3,,3,Approved,750288000,Medium,2/17/23 16:29,2/17/23 16:29
LN023808,93994,2/7/23,84000000,20.61,24,1,2,,1,Approved,118624800,High,2/7/23 19:28,2/13/23 19:28
LN023809,82454,1/7/23,427000000,5.53,60,2,1,,1,Approved,545065500,Medium,1/7/23 5:13,2/4/23 5:13
LN023810,78972,11/28/23,132000000,16.85,12,1,3,,1,Approved,154242000,Medium,11/28/23 17:08,12/26/23 17:08
LN023811,31432,7/21/23,469000000,17.66,36,1,3,,2,Approved,717476200,High,7/21/23 2:18,7/22/23 2:18
LN023812,75896,7/9/23,112000000,17.73,48,2,3,,3,Charged-off,191430400,High,7/9/23 18:06,7/30/23 18:06
LN023813,80135,6/3/23,284000000,6.68,36,2,3,,1,Approved,340913600,Low,6/3/23 9:06,6/24/23 9:06
LN023814,52936,2/14/23,50000000,5.43,24,1,3,,1,Approved,55430000,Low,2/14/23 15:15,3/12/23 15:15
LN023815,23750,12/29/23,310000000,10.87,36,1,2,,1,Approved,411091000,Low,12/29/23 5:13,1/27/24 5:13
LN023816,37987,2/16/23,300000000,12.16,12,2,3,,1,Charged-off,336480000,Low,2/16/23 13:19,3/10/23 13:19
LN023817,36165,12/27/23,238000000,7.89,48,2,1,,3,Approved,313112800,Medium,12/27/23 13:35,1/6/24 13:35
LN023818,60541,4/26/23,135000000,15.19,12,2,3,,3,Approved,155506500,Medium,4/26/23 17:14,5/13/23 17:14
LN023819,34346,5/25/23,485000000,9.55,12,2,2,,3,Approved,531317500,High,5/25/23 1:41,6/18/23 1:41
LN023820,13514,1/1/23,141000000,11.75,12,2,3,,1,Approved,157567500,Medium,1/1/23 13:32,1/3/23 13:32
LN023821,34838,8/17/23,400000000,10.86,12,1,1,,3,Approved,443440000,Low,8/17/23 7:00,9/2/23 7:00
LN023822,37559,10/5/23,330000000,20.44,36,1,1,,2,Approved,532356000,Medium,10/5/23 20:41,10/8/23 20:41
LN023823,69207,6/15/23,219000000,22.54,36,2,3,,2,Approved,367087800,Low,6/15/23 20:40,6/26/23 20:40
LN023824,26385,2/21/23,461000000,10.97,48,2,3,,1,Approved,663286800,High,2/21/23 21:40,3/14/23 21:40
LN023825,28317,7/24/23,117000000,12.53,60,1,1,,2,Approved,190300500,High,7/24/23 5:52,8/9/23 5:52
LN023826,10393,11/11/23,311000000,21.31,60,1,3,,2,Approved,642370500,Medium,11/11/23 9:49,11/22/23 9:49
LN023827,34881,10/30/23,138000000,20.18,12,2,3,,3,Charged-off,165848400,Medium,10/30/23 2:37,11/6/23 2:37
LN023828,37955,5/18/23,387000000,19.18,24,1,3,,1,Approved,535453200,High,5/18/23 14:32,5/28/23 14:32
LN023829,68308,11/13/23,157000000,19.16,12,1,2,,1,Approved,187081200,High,11/13/23 21:41,11/13/23 21:41
LN023830,68014,8/29/23,94000000,10.94,24,3,1,,3,Approved,114567200,High,8/29/23 3:14,9/25/23 3:14
LN023831,75430,1/22/23,272000000,23.73,24,1,1,,2,Charged-off,401091200,High,1/22/23 3:05,2/18/23 3:05
LN023832,82031,9/25/23,51000000,21.18,12,2,3,,1,Approved,61801800,High,9/25/23 20:22,10/8/23 20:22
LN023833,96973,11/11/23,401000000,9.24,48,1,1,,1,Approved,549209600,Medium,11/11/23 11:49,11/15/23 11:49
LN023834,69596,1/8/23,388000000,18.24,24,2,2,,3,Approved,529542400,Medium,1/8/23 9:11,1/27/23 9:11
LN023835,11713,7/8/23,394000000,8.1,12,3,3,,2,Approved,425914000,Medium,7/8/23 1:12,7/12/23 1:12
LN023836,30428,10/15/23,221000000,16.55,12,2,2,,2,Approved,257575500,High,10/15/23 23:33,10/26/23 23:33
LN023837,72160,4/10/23,218000000,10.78,12,3,3,,1,Approved,241500400,High,4/10/23 21:43,5/10/23 21:43
LN023838,76171,8/9/23,204000000,7.1,24,2,3,,1,Approved,232968000,High,8/9/23 13:00,9/4/23 13:00
LN023839,90729,8/3/23,67000000,17.06,36,3,3,,1,Approved,101290600,High,8/3/23 6:03,8/20/23 6:03
LN023840,70843,10/8/23,198000000,22.69,24,1,1,,3,Charged-off,287852400,Medium,10/8/23 16:39,10/29/23 16:39
LN023841,33003,4/14/23,73000000,7.81,36,3,2,,3,Charged-off,90103900,Medium,4/14/23 17:30,4/15/23 17:30
LN023842,90169,5/31/23,117000000,22.98,36,1,3,,1,Approved,197659800,High,5/31/23 22:03,6/23/23 22:03
